"주문일","SKU코드","SKU명","판매량(Unit)"
"2025-03-27","A21018714","미식키친 소곱창 세트(곱창+참소스) 200g",27
"2025-03-27","A21018723","햇님마을 국내산 태양초 고춧가루 250g",16
"2025-03-27","A21018724","햇님마을 볶음참깨 200g (파우치)",16
"2025-03-27","A21018725","햇님마을 양념이 잘 어우러지는 청양초 고춧가루 110g (아주매운맛)",24
"2025-03-27","A21018732","종가 총각김치 400g",7
"2025-03-27","A21018733","[배민이지] 국산 1등급 아카시아꿀 500g",19
"2025-03-27","A21018739","[배민이지] 무라벨 제로 스파클링 복숭아 350ml×6개입",73
"2025-03-27","A21018748","CLOOPX나이스웨더 제로소다 청사과 500ml",117
"2025-03-27","A21018758","청정원 마곡동떡볶이연구소 매콤달콤 국물떡볶이 423g",18
"2025-03-27","A21018786","김보람 초콜릿 밀크 생 초콜릿 150g",54
"2025-03-27","A21018787","김보람 초콜릿 말차 생 초콜릿 150g",2
"2025-03-27","A21018789","소문난 재래 식탁김 15g (3~4인용)",116
"2025-03-27","A21018790","국가대표 먹태빠삭 (먹태 20g & 특제소스 30g)",50
"2025-03-27","A21018793","요즘 플레인 그릭요거트 소프트 100g",67
"2025-03-27","A21018794","보꼬네 트리플 치즈 500g(100g×5ea)",9
"2025-03-27","A21018795","퍼시픽 모짜렐라 스트링치즈 340g",1
"2025-03-27","A21018796","달몰리스 모짜렐라 볼 300g(냉동)",23
"2025-03-27","A21018797","하림 IFF 핑크솔트 한입 닭가슴살 1.1kg",24
"2025-03-27","A21018803","백설 천일염 허브맛 솔트 순한맛 50g",25
"2025-03-27","A21018804","오늘디저트 다크초코디핑 휘낭시에 45g×2개입",1
"2025-03-27","A21018811","오마뎅 진짜 부산 물떡 오뎅탕 420g",3
"2025-03-27","A21018812","오마뎅 파어묵 200g",12
"2025-03-27","A21018813","오마뎅 순살어묵 190g (어육함량 82%)",21
"2025-03-27","A21018826","아이배냇 롱떡뻥 자색고구마30g",2
"2025-03-27","A21018827","아이배냇 롱떡뻥 시금치 30g",3
"2025-03-27","A21018829","아이배냇 베베 딸기조아 12g",11
"2025-03-27","A21018830","삼양 불닭볶음탕면 145g 4입",47
"2025-03-27","A21018835","라라스윗 생우유 474ml",44
"2025-03-27","A21018838","무항생제 한돈 냉장 두툼칼집 삼겹살 구이용 500g(1등급이상 암퇘지)",19
"2025-03-27","A21018839","무항생제 한돈 냉장 두툼칼집 목심 구이용 500g(1등급이상 암퇘지)",5
"2025-03-27","A21018840","무항생제 한돈 냉장 앞다리 불고기용 500g(1등급이상 암퇘지)",48
"2025-03-27","A21018842","육교시 한우 냉장 1등급 앞다리 갈릭시즈닝 스테이크 200g",12
"2025-03-27","A21018843","육교시 한우 냉장 1등급 설도 갈릭시즈닝 스테이크 200g",13
"2025-03-27","A21018850","CJ 삼호 꼬치어묵 324g",13
"2025-03-27","A21018852","농심 먹태깡 60g",247
"2025-03-27","A21018855","롯데 더블비얀코 210ml",674
"2025-03-27","A21018863","그릭오 딸기 그릭요거트 100g",67
"2025-03-27","A21018865","그릭오 블루베리 그릭요거트 100g",111
"2025-03-27","A21018868","에드워드권의 미트볼볼로네제 파스타 310g",19
"2025-03-27","A21018877","불랑주리 치즈스틱 120g",6
"2025-03-27","A21018879","불랑주리 치즈케익 70g",51
"2025-03-27","A21018880","불랑주리 고구마 치즈케익 70g",36
"2025-03-27","A21018885","웨스턴베이글 에브리씽 베이글 85g",12
"2025-03-27","A21018886","CJ 맛밤 60g 4개입",142
"2025-03-27","A21018887","쁘띠첼 밀감 90g 3개입",53
"2025-03-27","A21018888","쁘띠첼 복숭아 90g 3개입",43
"2025-03-27","A21018889","아이얌 순딸기 12g",19
"2025-03-27","A21018890","아이얌 순사과 15g",14
"2025-03-27","A21018891","아이얌 칼슘 웨하스 딸기 36g (6g 6개입)",17
"2025-03-27","A21018894","코카콜라 제로제로 250ml",417
"2025-03-27","A21018896","달콤 바삭 크룽지 20g",548
"2025-03-27","A21018912","청우 그랑쉘사과 195g 10입",13
"2025-03-27","A21018913","일가집 비타 미니맛단무지 130g",599
"2025-03-27","A21018914","일가집 국산 참새우젓 250g",48
"2025-03-27","A21018917","폰타나 발사믹 드레싱 270g",14
"2025-03-27","A21018918","폰타나 이탈리안 시저 드레싱 260g",13
"2025-03-27","A21018919","폰타나 그릭 플레인 요거트 드레싱 270g",11
"2025-03-27","A21018921","폰타나 무지방 레몬갈릭 드레싱 230g",5
"2025-03-27","A21018922","폰타나 나폴리 뽀모도로 토마토 파스타소스 600g",47
"2025-03-27","A21018923","청정원 순후추 100g",37
"2025-03-27","A21018927","과연한우 냉장 양지 국거리(덩어리) 1++(9)등급 이상 200g",4
"2025-03-27","A21018930","[배민이지] 그래놀라 플레인 300g",9
"2025-03-27","A21018931","[배민이지] 그래놀라 베리 300g",7
"2025-03-27","A21018932","[배민이지] 그래놀라 피넛버터 300g",13
"2025-03-27","A21018957","맛의명태자 냉장 명란 110g",3
"2025-03-27","A21018965","싱하 레몬 소다 제로 330ml×6 (캔)",25
"2025-03-27","A21018966","싱하 유자레몬 소다 제로 330ml×6 (캔)",16
"2025-03-27","A21018967","차바 발렌시아 오렌지주스 1L",19
"2025-03-27","A21018971","라이틀리 민트초코 474ml",8
"2025-03-27","A21018972","라이틀리 핑크솔트 바닐라 474ml",4
"2025-03-27","A21018977","닛신 컵누들 칠리토마토 70g",41
"2025-03-27","A21018980","수미과 간편하게 즐기는 샤인머스캣 260g",4
"2025-03-27","A21019023","도산분식 무침만두 570g",22
"2025-03-27","A21019042","최현석 한돈한우 함박스테이크 180g",266
"2025-03-27","A21019043","종가 전라도 포기김치 900g",33
"2025-03-27","A21019045","그레인보우 닭가슴살 포케 200g (냉동)",32
"2025-03-27","A21019071","CJ 만번치댄 사누끼 우동면 230g 5개",74
"2025-03-27","A21019075","프로즌 원팩 마라탕 (매운맛) 470g",77
"2025-03-27","A21019088","쌀로만든 불닭 떡마리 100g",24
"2025-03-27","A21019089","쌀로만든 떡볶이 떡마리 100g",6
"2025-03-27","A21019090","쌀로만든 로제 떡마리 100g",32
"2025-03-27","A21019093","[배민이지] 세번 튀겨 더 바삭한 미니 돈카츠 400g",43
"2025-03-27","A21019097","[배민이지] 1등급 반숙란 10구",196
"2025-03-27","A21019099","웰팜 페루산 냉동 에드워드 애플망고 1kg",7
"2025-03-27","A21019105","던킨 제로 스파클링 자두 350ml",241
"2025-03-27","A21019106","던킨 제로 스파클링 배 350ml",230
"2025-03-27","A21019111","CJ 더건강한 닭가슴살 한입소시지 120g(냉장)",26
"2025-03-27","A21019120","시루조아 쑥앙꼬절편 600g",8
"2025-03-27","A21019127","무르젤라 이탈리아 부라타 120g",20
"2025-03-27","A21019131","릿치스밀 마틸다 케이크 180g",8
"2025-03-27","A21019134","일드 프랑스 브리 슬라이스 150g",27
"2025-03-27","A21019136","대림 포차 오뎅꼬치 420g",11
"2025-03-27","A21019137","대림 국탕용 종합어묵340g",71
"2025-03-27","A21019138","대림 부산어묵 마당놀이 사각300g",116
"2025-03-27","A21019143","멜로팝 마시멜로우 레인보우 110g",12
"2025-03-27","A21019150","대림 스노우크랩킹버터갈릭140g×2",13
"2025-03-27","A21019153","고래사 어묵면 140g",31
"2025-03-27","A21019154","고래사 어묵탕 시원한맛 360g",13
"2025-03-27","A21019155","고래사 어묵탕 얼큰한맛 360g",13
"2025-03-27","A21019156","멜로팝 마시멜로우 화이트 110g",1
"2025-03-27","A21019163","캠핑포차 육개장 칼국수 전골 795g",51
"2025-03-27","A21019164","북창동 곱창 순두부찌개 833g",49
"2025-03-27","A21019181","풀무원 순두부 또띠아 225g (5개입)",27
"2025-03-27","A21019182","풀무원 시금치 또띠아 225g (5개입)",10
"2025-03-27","A21019183","풀무원 식물성 지구식단 두부텐더 400g",21
"2025-03-27","A21019223","강원도에서 건조한 황태채 100g",54
"2025-03-27","A21019234","고래사 바로 끓이는 꼬치어묵전골&유부주머니 520g",1
"2025-03-27","A21019236","라이틀리 닭갈비 곤약 볶음밥 200g",12
"2025-03-27","A21019269","치리오 토마토 퓨레 350g",23
"2025-03-27","A21019273","[배민이지] 부산 꼬지어묵 538g",12
"2025-03-27","A21019274","[배민이지] 물떡&부산 꼬지어묵 748g",14
"2025-03-27","A21019276","즙쟁이 유기농 작두콩담은 도라지배스틱 30포",2
"2025-03-27","A21019286","농심 생생우동 봉지 253g",78
"2025-03-27","A21019288","농심 신라면 더레드 125g 4입",56
"2025-03-27","A21019292","청춘 현미누룽지 500g",12
"2025-03-27","A21019293","청춘 찹쌀누룽지 300g",33
"2025-03-27","A21019298","농심 생생우동면 용기 276g",72
"2025-03-27","A21019299","CJ 행복한콩 콩비지 320g",22
"2025-03-27","A21019312","라파엘살가도 엑스트라버진 올리브유 500ml",1
"2025-03-27","A21019317","UCC 쇼쿠닝 커피 블랙 900ml (pet)",51
"2025-03-27","A21019318","UCC 쇼쿠닝 커피 저당 블랙 900ml (pet)",8
"2025-03-27","A21019319","UCC 밀크 커피 250ml (캔)",43
"2025-03-27","A21019320","UCC 크리미 소다 망고향 490ml",9
"2025-03-27","A21019321","UCC 크리미 소다 멜론향 490ml",23
"2025-03-27","A21019324","냉동 손질 생새우살 450g (점보/16~20)",9
"2025-03-27","A21019325","냉동 손질 생새우살 450g (특대/ 21~25)",11
"2025-03-27","A21019326","냉동 손질 생새우살 450g (대/26~30)",1
"2025-03-27","A21019327","냉동 손질 생새우살 450g (중/31~40)",2
"2025-03-27","A21019331","파르네제 파르미지아노 레지아노 150g",27
"2025-03-27","A21019333","고향의맛 다시다 쇠고기 500g",10
"2025-03-27","A21019343","몽크슈 액상 with 알룰로스 530g",14
"2025-03-27","A21019344","몽크슈 바닐라시럽 with 알룰로스 530g",8
"2025-03-27","A21019347","건복숭아 슬라이스 110g",2
"2025-03-27","A21019358","떡편 카스테라 인절미 150g",14
"2025-03-27","A21019362","사조 즉석 포자 찐만두 김치 180g",23
"2025-03-27","A21019363","사조 즉석 포자 찐만두 고기 180g",42
"2025-03-27","A21019364","달떡볶이 쫄깃바삭 떡꼬치 330g",32
"2025-03-27","A21019368","늘푸른식품 강냉이 205g",10
"2025-03-27","A21019369","늘푸른식품 고구마형과자 115g",6
"2025-03-27","A21019370","늘푸른식품 마카로니 155g",21
"2025-03-27","A21019371","늘푸른식품 밀펑과자 80g",16
"2025-03-27","A21019372","늘푸른식품 소라형스낵 115g",3
"2025-03-27","A21019373","늘푸른식품 쌀강정 80g",13
"2025-03-27","A21019397","한끼의품격 매콤한 치킨버거 160g",1
"2025-03-27","A21019399","무치고 국내산 자숙 고사리 200g",62
"2025-03-27","A21019400","무치고 국내산 자숙 도라지 200g",17
"2025-03-27","A21019401","무치고 국내산 자숙 취나물 200g",4
"2025-03-27","A21019402","무치고 국내산 자숙 시래기 300g",66
"2025-03-27","A21019403","무치고 국내산 자숙 우엉채 400g",14
"2025-03-27","A21019413","애슐리 시그니처 바비큐 폭립 800g",4
"2025-03-27","A21019414","애슐리 원팩 갈릭 감바스 385g",18
"2025-03-27","A21019417","비비고 테이블 스팸사골부대찌개 700g",17
"2025-03-27","A21019423","탐스제로 파인애플 355ml",87
"2025-03-27","A21019427","실론티 레몬 제로 500ml",10
"2025-03-27","A21019430","골드 카무트효소 (3g×30포)",1
"2025-03-27","A21019435","탐스제로 사과키위 1.5L",16
"2025-03-27","A21019454","널담 고단백 아메리칸쿠키 더블황치즈 100g",88
"2025-03-27","A21019455","널담 고단백 아메리칸쿠키 레드벨벳크림치즈 100g",28
"2025-03-27","A21019456","널담 고단백 아메리칸쿠키 다크초콜릿 100g",49
"2025-03-27","A21019457","널담 고단백 아메리칸쿠키 흑임자크림치즈 100g",32
"2025-03-27","A21019458","널담 고단백 아메리칸쿠키 넛츠초코칩 100g",68
"2025-03-27","A21019463","연세두유 고소한 검은콩&고칼슘 1L",82
"2025-03-27","A21019465","연세두유 플레인 1L",25
"2025-03-27","A21019467","단백질과자점 단백질 꿀호떡 150g (6개입)",30
"2025-03-27","A21019471","하코야 문어쏙쏙 타코야키 352g 2개입",2
"2025-03-27","A21019477","햇반 현미쌀밥 210g 12입",3
"2025-03-27","A21019481","매일아침 든든한 촉촉 꿀고구마스틱 65g",8
"2025-03-27","A21019483","냉동 직접썰은 대구살 400g (부침용)",5
"2025-03-27","A21019484","냉동 직접썰은 동태살 400g (부침용)",22
"2025-03-27","A21019492","한끼통살 스팀 슬라이스 닭가슴살 매콤닭갈비맛 100g",36
"2025-03-27","A21019493","한끼통살 그릴드 닭가슴살 오리지널 100g",27
"2025-03-27","A21019494","한끼통살 그릴드 닭가슴살 블랙페퍼 100g",30
"2025-03-27","A21019495","한끼통살 그릴드 닭가슴살 소이갈릭 100g",48
"2025-03-27","A21019496","한끼통살 그릴드 닭가슴살 볼케이노 100g",50
"2025-03-27","A21019497","[배민이지] 훈제 슬라이스 닭가슴살 100g",35
"2025-03-27","A21019498","[배민이지] 대구 동인동식 매콤 찜갈비맛 소스 닭가슴살 100g",100
"2025-03-27","A21019499","[배민이지] 정성가득 갈비많이 특 갈비탕 800g",9
"2025-03-27","A21019500","[배민이지] 추억의 옛날 핫도그 400g(5개입)",33
"2025-03-27","A21019503","CJ 해찬들 100% 우리쌀 태양초 고추장 1Kg",46
"2025-03-27","A21019506","대상 청정원 순창 우리쌀로 만든 100% 국산 고추장 1Kg",2
"2025-03-27","A21019511","요미요미 주스 과일믹스 125ML×4",13
"2025-03-27","A21019517","나뚜루 넛츠크림 위드 에스프레소 바 90ml",21
"2025-03-27","A21019518","맘마밀사과고구마100g",8
"2025-03-27","A21019524","설빙 한입쏙쏙 구워먹는 치즈가래떡 500g",10
"2025-03-27","A21019533","스웰리 오리지날핫도그 120g",34
"2025-03-27","A21019534","한우물 차돌짬뽕국밥 210g",70
"2025-03-27","A21019554","햇반수프 양송이 크림수프 180g",2
"2025-03-27","A21019557","프로티원 단백질 쉐이크 초코맛 490g",4
"2025-03-27","A21019558","프로티원 단백질 쉐이크 곡물맛 490g",3
"2025-03-27","A21019570","청정원 찰진생칼국수 450g",85
"2025-03-27","A21019571","청정원 찰진생감자수제비 300g",49
"2025-03-27","A21019572","청정원 찰진생만두피 270g",54
"2025-03-27","A21019573","원할머니 차돌 듬뿍 된장찌개 500g",24
"2025-03-27","A21019574","원할머니  부드러운 고기 듬뿍 김치찌개 500g",30
"2025-03-27","A21019582","오뚜기 옛날자른당면 500g",27
"2025-03-27","A21019590","롯데 오잉 노가리칩 청양마요맛 60g",64
"2025-03-27","A21019600","풀무원 생칼국수 550g (3-4인분)",30
"2025-03-27","A21019604","스타벅스 원두 브렉퍼스트 블렌드 200g (홀빈)",1
"2025-03-27","A21019615","한국농협김치 포기김치 900g",7
"2025-03-27","A21019616","한국농협김치 썰은배추김치 900g",52
"2025-03-27","A21019620","한성 찹쌀 국화빵 300g",19
"2025-03-27","A21019622","분다버그 레몬에이드 375ml",107
"2025-03-27","A21019623","서울우유 휘핑크림 200ml",57
"2025-03-27","A21019628","투다리 얼큰어묵매운탕 330g",7
"2025-03-27","A21019648","삼양 맵탱 마늘조개라면 110g 4입",18
"2025-03-27","A21019650","삼양 맵탱 큰컵 마늘조개라면 110g",17
"2025-03-27","A21019657","레쓰비 마일드 175ml 6개 (캔)",82
"2025-03-27","A21019658","이프로 아쿠아 제로 500ml (pet)",30
"2025-03-27","A21019677","풀무원 두부곤약 주먹밥 톳두부 95g 5개입",6
"2025-03-27","A21019678","풀무원 두부곤약 주먹밥 간장닭구이 95g 5개입",9
"2025-03-27","A21019686","비비고×오징어게임 오징어튀김180g",9
"2025-03-27","A21019710","도제식빵 플레인 모닝빵(8개입) 280g",17
"2025-03-27","A21019711","도제식빵 통밀 모닝빵(8개입) 280g",10
"2025-03-27","A21019714","풀무원 메추리알 유정란 장조림 170g",8
"2025-03-27","A21019715","풀무원 소고기 메추리알 유정란 장조림 125g",3
"2025-03-27","A21019719","풀무원 왕감자 통모짜 핫도그 90g 4개입",9
"2025-03-27","A21019720","농심 포테토칩 오리지널 (40g×4번들) 160g",107
"2025-03-27","A21019722","밀카 버블리 100g",34
"2025-03-27","A21019723","크렘드마롱 밤잼 튜브 78g",5
"2025-03-27","A21019747","미니감자 120g",5
"2025-03-27","A21019750","수미과 조각 시나노골드 사과 200g",6
"2025-03-27","A21019753","리터 알파인 밀크 초콜릿 100g",11
"2025-03-27","A21019760","비비고 슈크림 붕어빵 300g",15
"2025-03-27","A21019761","비비고 단팥붕어빵 300g",10
"2025-03-27","A21019762","하겐다즈 피스타치오&크림 403ml",97
"2025-03-27","A21019768","부드러운 오징어 장족 150g",367
"2025-03-27","A21019776","구운 쥐치포 150g",19
"2025-03-27","A21019780","맛잽이식품 양념닭발 400g (무뼈)",14
"2025-03-27","A21019781","하림 통살 유린기 340g(소스 포함)",1
"2025-03-27","A21019794","스키피 땅콩버터 청크 462g",43
"2025-03-27","A21019795","스키피 땅콩버터 크리미 462g",36
